1.271258363234753119e+01 2.080908141852811966e+01
1.875228683652558459e+01 5.902939495565876271e+00
2.106575375673673634e+01 4.586711342566543692e+01
4.125904262849903859e+01 3.192952355170411494e+01
5.991445327759651462e+01 3.968035990569408256e+01
6.275769856428124172e+01 4.814330205163268595e+00
2.166846582864664938e+01 1.941230638348326565e+01
4.491728499851536327e+01 5.801625549406126936e+01
5.116989029830028457e+00 3.973922524192303296e+00
3.681955622184106858e+01 4.232381180047528346e+01
5.908009104937987921e-01 2.668498052248715879e+01
2.500674983735391876e+01 4.629831342068503552e+00
4.871794028122600650e+01 1.197613072290254088e+01
2.959940937035399600e+01 4.122019622827266261e+01
5.161008705408253183e-01 4.299117080828254167e+00
4.724001205386105084e+01 9.959290748621080880e+00
3.382394406399195930e+01 4.277147270898480258e+01
3.285956082416438306e+01 3.284975936505018268e+01
2.945734699018337821e+01 1.547289861435065284e+01
5.765084977106802455e+01 6.809916846781852051e+00
3.046910313811743265e+01 4.735254949090555243e+01
2.434900733811772255e+01 4.755691203414477286e+01
4.804349407322798982e+01 1.820943589276989982e+01
4.259153837155866995e+01 1.110426605775466946e+01
4.249838768469452077e+01 1.875378690598801867e+01
3.225330305487356952e+01 1.604981542947134088e+01
3.360969428066264442e+01 8.933166728585677063e+00
3.894778714125099839e+01 2.975029402096058817e+01
6.014002585637572196e+01 2.263663596194620453e+01
6.204147508978196868e+01 5.148802643070713003e+01
5.533006620672450282e+01 2.056059198234267527e+01
5.426067759791659739e+01 4.263668791353875775e+01
5.496338363323014953e+00 5.314701731529665096e+01
5.768528245622941597e+01 3.105864624672578955e+01
3.419464592191465613e+01 3.984159335101504240e+01
1.463161464457223992e+01 1.155435186405341597e+01
2.969113376169244489e+01 5.253687200192675277e+01
2.494596756958321748e+01 5.133802239142863044e+01
2.803207318111746460e+01 3.410906433894373890e+01
3.928069038353311981e+01 1.357766865942154411e+01
6.081470733890824221e+01 4.916159154605620074e+01
3.398194058682011587e+01 2.449409591315650836e+00
9.170250687405367529e+00 2.247001704417921175e+01
5.903768490409317593e+01 1.934692044384646081e+01
2.136985890615601491e+01 2.038993383690953820e+01
2.110188610054990832e+01 4.670135431385435965e+01
5.617231778798142017e+01 1.295581992020311546e+01
5.569322147644974308e+01 6.289420214259946817e+01
6.302547058328927676e+01 2.601421675182510107e+00
5.287240443429841008e+00 1.857349081654928824e+01
5.324514787816716677e+01 5.253987537098795713e+01
6.119237083519082887e+01 1.454961694411140982e+01
4.932415704757827513e+01 2.869609643231563822e+01
2.347697769075339025e+01 3.404435740861716653e+01
4.219507683922740227e-01 1.406070188447531955e+01
5.417028365312386029e+01 3.307136159641750339e+01
1.343761107253961917e+01 1.106235608728493780e+01
2.899517065119814418e+01 3.656107596531494153e+01
4.946928800549491001e+01 1.062411490968201910e+01
6.233937295920559052e+01 3.150893693677017637e+01
3.554223652387928478e+00 3.239233152897789836e+01
4.122562982114727959e+01 2.840458269818429571e+01
1.807947006578212523e+01 5.410835241036662069e+01
6.116007868244406609e+01 4.596858887683018224e+01
6.204431887647582755e+01 1.465640523802929707e+01
5.431337366615387907e+01 4.057862400698452632e+01
4.934064051211670687e+01 1.193040762392351084e+01
5.270728789659361269e+01 2.702186917774006503e+01
5.372546497562507994e+01 5.123801037763615085e+01
5.422422947151521733e+00 6.173124571072106193e+01
4.755056008295324688e+01 3.364577134801067615e+01
1.326483763660392334e+01 4.492593095255453051e+01
5.580623410706440524e+01 6.439197378462485410e+00
5.709215977743316728e+01 5.079700263387442050e+01
1.888194023524040333e+01 4.919985492322833665e+01
3.815007876842634982e+00 3.043663199942553632e+00
1.346195627095195313e+01 5.098876267995561307e+01
1.134352423854229563e+01 5.580752808543122256e+01
1.093554541147623560e+01 3.808126945499351734e+01
4.619051276894263935e+01 1.855277002757118865e+01
5.576987416485631144e+01 3.154659643111513034e+01
6.835907974369904494e+00 4.627261159956933056e+01
5.430428019338727808e+01 1.327198998771643090e+01
5.997811226034784227e+01 5.861994959301585340e+01
2.078897538151205993e+01 9.210127886774944983e+00
4.746121008517492612e+01 1.206030791864090190e+01
4.669903859432423587e+01 9.435762064516080017e+00
6.236911598565986026e+01 2.577864978011604435e+01
7.851629536875507576e+00 5.234126737050392109e+01
5.251894490191646270e+01 5.151573247412117951e+01
1.958795370939937186e+01 6.668715661159379415e+00
4.905418629595796887e+01 1.007238138685190743e+00
5.619832265981717967e+01 3.553564142422858652e+01
4.143717106613529921e+01 1.030621447707633997e+01
4.331420338991391361e+01 3.604985325001538854e+01
6.389830766610915092e+00 5.924479027945817222e+01
4.189701762915701977e+01 3.824687807617354451e+01
3.362840184230238805e+01 3.948420873302594458e+01
