0.023,4.711447,0,0.521
12.963,1.487472,1,0.517
5.405,7.200537,1,0.503
5.106,19.705802,1,0.593
6.378,18.684652,0,0.521
3.572,17.151402,0,0.567
0.697,0.171514,0,0.598
12.535,9.717704,0,0.562
5.460,16.043580,0,0.566
1.829,8.960234,0,0.600
12.803,19.465316,0,0.503
13.218,15.812250,0,0.522
11.266,0.807520,1,0.516
17.628,1.367229,0,0.511
5.936,19.701529,0,0.547
1.493,0.360118,0,0.579
0.513,11.344951,0,0.504
10.320,12.962432,0,0.586
14.411,7.701041,0,0.569
7.603,0.529191,0,0.581
18.026,4.198126,0,0.551
17.226,10.917692,0,0.513
19.286,12.563860,1,0.598
7.454,18.989227,1,0.529
4.625,10.416578,1,0.542
4.657,17.947325,0,0.526
7.495,8.243049,0,0.514
14.886,7.110202,0,0.554
7.525,4.380016,0,0.511
1.423,11.758171,0,0.507
13.498,8.628193,0,0.587
16.436,0.672628,0,0.575
13.216,5.129551,0,0.565
14.855,17.002472,0,0.567
3.417,15.120090,0,0.517
8.604,8.064821,1,0.534
2.858,10.195013,0,0.512
9.314,9.730522,0,0.540
1.677,16.708884,0,0.580
17.622,10.989105,1,0.517
10.177,1.923887,0,0.500
7.214,14.346141,0,0.523
0.146,2.555010,0,0.518
1.711,17.662282,0,0.549
1.845,6.308176,0,0.539
12.533,13.057649,0,0.572
9.778,7.064425,0,0.561
15.859,8.521378,0,0.597
0.381,4.312265,0,0.517
16.827,7.831050,0,0.509
14.751,7.468490,0,0.521
19.073,14.426710,0,0.542
9.533,15.702994,1,0.587
7.752,14.846034,0,0.539
9.108,13.900571,0,0.553
4.157,7.362285,0,0.566
2.176,15.375835,0,0.523
0.073,11.442610,0,0.532
15.900,11.975463,0,0.516
9.970,3.642689,0,0.519
10.696,2.183294,0,0.523
9.184,15.583361,0,0.577
8.825,17.866756,0,0.536
16.193,19.613636,0,0.508
19.886,0.265511,0,0.579
7.121,17.798395,1,0.549
16.366,5.885189,0,0.501
0.596,19.853511,0,0.562
2.333,12.875149,0,0.556
1.079,5.642262,0,0.512
8.438,8.558000,0,0.585
18.804,17.881405,0,0.537
16.313,8.705710,0,0.529
14.429,0.648213,0,0.587
5.522,9.204382,0,0.535
6.560,9.355754,0,0.598
6.173,0.722068,0,0.516
10.229,7.777947,0,0.510
10.310,7.015595,1,0.520
4.493,17.781915,0,0.546
5.232,17.487716,0,0.536
17.245,17.377239,0,0.522
1.843,14.633015,1,0.582
5.384,12.709128,0,0.534
1.166,6.989959,1,0.555
18.462,19.627064,0,0.590
12.153,8.224738,1,0.566
3.928,0.438856,0,0.525
3.899,12.973418,0,0.536
2.104,11.499374,1,0.526
5.404,10.066836,0,0.590
9.006,7.227393,0,0.557
15.994,3.764153,0,0.554
15.147,16.208991,1,0.596
19.532,3.617664,0,0.527
18.442,14.985199,0,0.541
5.544,13.598437,0,0.503
19.333,15.165258,0,0.572
10.385,1.098056,0,0.559
16.276,9.483322,0,0.589
1.563,16.450697,0,0.543
9.690,12.427137,0,0.539
18.364,3.570666,0,0.572
12.526,1.057772,0,0.573
11.875,12.364269,1,0.523
15.545,11.656240,1,0.503
17.563,13.514206,0,0.546
5.457,17.808771,0,0.515
3.505,6.275216,0,0.531
4.038,5.567797,1,0.598
7.414,19.905393,0,0.534
6.342,11.305887,0,0.524
5.574,19.345683,0,0.588
6.143,17.887509,1,0.565
6.821,15.795770,0,0.558
6.731,14.791101,1,0.565
14.681,12.785424,0,0.559
5.177,17.799615,1,0.579
10.804,8.388928,0,0.523
8.213,13.882870,0,0.581
2.802,4.186529,0,0.593
7.821,6.905118,0,0.501
9.640,1.619922,0,0.581
14.689,9.776910,0,0.557
7.677,16.347545,1,0.552
17.632,18.673666,1,0.543
10.503,11.233863,1,0.547
7.127,14.952239,0,0.543
5.697,18.602252,0,0.554
11.060,10.391552,0,0.506
1.605,12.361217,0,0.599
0.837,1.370281,0,0.516
7.304,0.647603,0,0.591
15.965,7.622913,0,0.593
18.835,19.598987,1,0.551
5.234,1.184118,0,0.519
14.871,18.876308,0,0.534
12.630,1.157872,0,0.547
14.902,19.586169,0,0.547
6.099,19.934690,0,0.539
3.101,15.195776,0,0.598
17.280,16.467177,0,0.524
10.973,16.085696,0,0.564
10.351,2.257149,0,0.572
1.914,8.363903,0,0.581
8.092,15.651723,1,0.544
10.818,7.558214,0,0.558
13.308,10.086978,0,0.531
1.837,17.816706,0,0.531
13.718,11.903439,0,0.537
17.443,17.243568,0,0.560
8.456,13.357341,0,0.543
1.893,19.992065,0,0.582
4.294,16.450697,0,0.518
12.240,15.736564,0,0.536
19.714,13.206580,0,0.505
0.001,17.160558,0,0.592
4.960,18.016297,0,0.515
16.622,16.066774,0,0.534
16.194,17.679373,0,0.525
5.852,18.754234,1,0.528
11.874,14.766686,1,0.591
16.161,1.274453,0,0.531
9.478,9.928892,0,0.538
16.313,15.194555,1,0.546
10.725,18.770104,0,0.559
7.237,4.492935,1,0.587
13.373,8.923002,0,0.505
13.310,4.217658,0,0.587
17.757,12.944121,0,0.561
6.172,1.521653,0,0.537
6.181,2.645955,0,0.597
4.219,9.707938,0,0.557
3.274,0.512711,1,0.589
0.870,15.908078,0,0.524
15.464,13.800470,0,0.569
4.761,13.019196,0,0.598
17.662,6.959441,0,0.530
4.965,16.523331,1,0.594
5.311,18.010804,0,0.522
4.390,16.809595,0,0.532
19.904,14.477371,0,0.507
14.454,7.640614,0,0.568
6.102,14.527421,0,0.565
14.181,1.364788,0,0.571
8.592,8.924223,0,0.500
6.838,11.517685,0,0.506
6.776,9.429609,0,0.572
17.226,13.429365,0,0.580
15.451,19.276101,0,0.523
2.769,3.466292,0,0.579
9.590,11.329081,0,0.536
1.518,7.531358,0,0.599
1.342,9.579760,0,0.530
10.185,19.440901,0,0.569
7.393,19.571520,0,0.536
15.350,19.816279,1,0.582
