0.023,4.711447,1,0.207
12.963,1.487472,0,0.169
5.405,7.200537,0,0.026
5.106,19.705802,1,0.926
6.378,18.684652,0,0.215
3.572,17.151402,1,0.669
0.697,0.171514,1,0.980
12.535,9.717704,1,0.625
5.460,16.043580,1,0.664
1.829,8.960234,1,0.996
12.803,19.465316,0,0.027
13.218,15.812250,1,0.222
11.266,0.807520,0,0.162
17.628,1.367229,0,0.107
5.936,19.701529,1,0.472
1.493,0.360118,1,0.792
0.513,11.344951,0,0.035
10.320,12.962432,1,0.863
14.411,7.701041,1,0.693
7.603,0.529191,1,0.810
18.026,4.198126,1,0.512
17.226,10.917692,0,0.126
19.286,12.563860,1,0.976
7.454,18.989227,1,0.291
4.625,10.416578,1,0.424
4.657,17.947325,1,0.261
7.495,8.243049,1,0.142
14.886,7.110202,1,0.535
7.525,4.380016,0,0.107
1.423,11.758171,1,0.067
13.498,8.628193,1,0.875
16.436,0.672628,1,0.748
13.216,5.129551,1,0.645
14.855,17.002472,1,0.666
3.417,15.120090,1,0.171
8.604,8.064821,1,0.341
2.858,10.195013,1,0.118
9.314,9.730522,0,0.399
1.677,16.708884,1,0.797
17.622,10.989105,0,0.168
10.177,1.923887,0,0.001
7.214,14.346141,0,0.229
0.146,2.555010,0,0.178
1.711,17.662282,1,0.493
1.845,6.308176,1,0.386
12.533,13.057649,1,0.719
9.778,7.064425,1,0.610
15.859,8.521378,1,0.971
0.381,4.312265,1,0.169
16.827,7.831050,1,0.089
14.751,7.468490,1,0.214
19.073,14.426710,0,0.419
9.533,15.702994,1,0.870
7.752,14.846034,0,0.386
9.108,13.900571,1,0.528
4.157,7.362285,1,0.655
2.176,15.375835,0,0.225
0.073,11.442610,1,0.319
15.900,11.975463,0,0.156
9.970,3.642689,0,0.193
10.696,2.183294,0,0.234
9.184,15.583361,1,0.766
8.825,17.866756,1,0.357
16.193,19.613636,0,0.077
19.886,0.265511,1,0.788
7.121,17.798395,1,0.493
16.366,5.885189,0,0.012
0.596,19.853511,1,0.624
2.333,12.875149,1,0.556
1.079,5.642262,0,0.121
8.438,8.558000,1,0.850
18.804,17.881405,0,0.367
16.313,8.705710,1,0.286
14.429,0.648213,1,0.870
5.522,9.204382,0,0.346
6.560,9.355754,1,0.980
6.173,0.722068,0,0.155
10.229,7.777947,0,0.105
10.310,7.015595,1,0.203
4.493,17.781915,1,0.459
5.232,17.487716,1,0.356
17.245,17.377239,0,0.220
1.843,14.633015,1,0.824
5.384,12.709128,0,0.341
1.166,6.989959,1,0.550
18.462,19.627064,1,0.897
12.153,8.224738,1,0.664
3.928,0.438856,0,0.255
3.899,12.973418,1,0.359
2.104,11.499374,1,0.258
5.404,10.066836,1,0.896
9.006,7.227393,1,0.565
15.994,3.764153,1,0.543
15.147,16.208991,1,0.955
19.532,3.617664,0,0.271
18.442,14.985199,0,0.408
5.544,13.598437,0,0.027
19.333,15.165258,1,0.716
10.385,1.098056,1,0.594
16.276,9.483322,1,0.890
1.563,16.450697,1,0.426
9.690,12.427137,0,0.393
18.364,3.570666,1,0.717
12.526,1.057772,1,0.734
11.875,12.364269,0,0.232
15.545,11.656240,0,0.028
17.563,13.514206,0,0.457
5.457,17.808771,0,0.155
3.505,6.275216,1,0.312
4.038,5.567797,1,0.984
7.414,19.905393,1,0.339
6.342,11.305887,0,0.244
5.574,19.345683,1,0.880
6.143,17.887509,1,0.654
6.821,15.795770,1,0.583
6.731,14.791101,1,0.646
14.681,12.785424,1,0.592
5.177,17.799615,1,0.795
10.804,8.388928,1,0.228
8.213,13.882870,1,0.806
2.802,4.186529,1,0.929
7.821,6.905118,1,0.014
9.640,1.619922,1,0.805
14.689,9.776910,1,0.573
7.677,16.347545,1,0.517
17.632,18.673666,0,0.432
10.503,11.233863,1,0.470
7.127,14.952239,0,0.433
5.697,18.602252,1,0.539
11.060,10.391552,0,0.061
